,index,text
76498,81525,So happy to actually be flying home to #Boston tonight! Thank you @JetBlue for not cancelling! #Juno #Frankenstorm #Blizzard2015
76499,81526,@VirginAmerica If I fly any other #airline. it feels blahhh with the lack of mood lighting. The white fluorescent lighting is awful!
76500,81527,@JetBlue Fyi. check in STILL not working on mobile. This is a common occurence.
76510,81537,@JetBlue surprised me with my notebook that I thought was lost forever #howthoughtful http://t.co/w5LmfNq5Mh
76518,81545,@JetBlue 1st time flying w/ you an I AM not impressed.  You are like the other airlines...too bad you are all grown up.
76520,81547,so sad that i cant fly with @AmericanAir tonight
76525,81552,For the first time in my life. I am hoping my @SouthwestAir flight is delayed.
76529,81556,Maybe @AmericanAir doesn't want me to snowboard? 2nd trip disrupted by serious delays. Having second thoughts about switching from skymiles
76531,81558,.@JetBlue Need help on nyc flights our  #filmcrew is cancelled so I need to move my flights.
76533,81560,Hey @SouthwestAir had to cancel my flight and ask for a refund :( Sent the Drs note. http://t.co/CkRsOaSC6L and: http://t.co/SRyIpXunCU
76537,81564,Thanks @AlaskaAir for the awesome Russell Wilson poster!  Can't wait to fly #Alaska again! #Facebook #winner
76543,81570,Thank you to the @JetBlue staff at #LGA for helping me track down my lost cell phone in record time!
76549,81577,Yay @AmericanAir - get in early? Tough.  Sit and wait.
76550,81578,@JetBlue  thanks for no more Wed Abq flight tortured by your comp #layovers
76552,81580,@AmericanAir Can't wait to see her with my own eyes one day. _
76553,81581,"Original ETD was 7:50...I may be overly technical. but I believe this @SouthwestAir flight is no longer ""on time"" http://t.co/M3LMDQnG3v"
76561,81591,Hot pink workout clothes 4 my #SweatforKyan moment! Can't wait to interview your docs tomorrow buddy!! @SouthwestAir http://t.co/FHGnx2Mqnb
76562,81592,JFK &gt; LAS tonight via @JetBlue - shame on me for doubting throughout the storm  PS - loving the free Fly-Fi !!
76563,81593,"That's ok. @united. It's my fault I'm not ""elite"" anymore. #customerservicefail"
76564,81594,On Saturday For the 1st time in 15 years I'm loosing my @united / #staralliance gold status. It is indeed sad times.
76576,81607,Hoy mi mama tenia un vuelo en @JetBlue  de cartagena a nj el vuelo 1532 el.avion con fallas tecnicas esto es terrible!!!!
76585,81616,@AmericanAir a maximum password length of 12 is ridiculous. Why can't I have a longer password?
76589,81620,Really.  @united? -  you leave me stranded overnight in connecting city w/o my luggage and give me deodorant WIPES? http://t.co/S16sGAl0sK
76590,81621,@AlaskaAir Priority seating for an already reserved seat...never made sense to me...hurry up and wait. #GoPats #SB49
76596,81627,@VirginAmerica Disappointed with Virgin America. If you cancel flights. I don't understand why you would not refund the money?
76604,81635,OK MIAMI TODAY @JetBlue please don't mess up my flight like last time __
76606,81637,"@VirginAmerica is the ""BIG20"" promo code not working anymore? What's up with that?!?! "
76608,81639,@JetBlue are flights cancelled from lax to Newark tomorrow or Friday? #blizzardof2015
76610,81642,@AlaskaAir waiting for a promo code to book my vacation! Hoping it happens soon #wishfulthinking #cheapflights #greatflights
76616,81648,@united I lost a pair of very expensive headphones on your flight. I know exactly which one. What's the best way to get them back?
76628,81660,@deltaassist Look at email sent to delta/talktous sent today re travel disruption and complaint re resolution
76635,81667,I have date today with my bae. @AmericanAir. but I won't be able to make it because I have class. I'll miss you!!
76637,81669,@SouthwestAir Second time flying to Vegas. second time the flight is delayed :( What's up SouthWest?
76638,81670,@JetBlue if there's bad weather in the forecast for the time of my flight. do I have options? Fight is Monday and snow in forecast. Thanks
76644,81676,Dear @VirginAmerica I hope the 30 day delay responding to my disability rights complaint has a good excuse. Ask D. Cush to check his email.
76646,81678,My screen is broken. What do I do if we hit a mountain? @United http://t.co/Po5lEqi5Fh
76649,81681,Being stuck on an airplane isn't too bad when you have free wifi #thanks @JetBlue!
76654,81686,@JetBlue missing my friend's wedding because of #Jetblue
76661,81693,"@JetBlue you guys used to be a great airlines. I don't know what happened. Delayed at airport due to ""maintenance"" smh this happens too much"
76666,81698,@DeltaAssist No worries. its just the app being funny and alerting me to flights Im no longer booked on.
76680,81712,@AmericanAir your site is broke. http://t.co/VL43qky4IG
76685,81717,@AmericanAir I'm concerned that AA 1155 will be delayed on Sunday. It's delayed today. and the last time I was supposed to fly it. (1)
76691,81723,@AmericanAir You guys really need to do better. This is gross! JFK to Cancun is off to a bad start. #notclean http://t.co/dzXLx6V3wV
76692,81724,@DeltaAssist no one from your end has gotten back to me regarding my damaged bag
76695,81727,"2 flights with @SouthwestAir in 2 months for 2 conferences. both flights canceled day of &amp; only an automated ""sorry for the inconvenience."""
76708,81742,@united you've ruined my travel planes. What are you going to do about it?
76710,81744,@united wallet was stolen by a woman who cleaned the plane and she was arrested w/ my credit cards. Case #8281445 can you pls look into it?
76714,81748,@united having problems checking in for flight - any suggestions?
76721,81755,@SouthwestAir yesterday I purchased the wifi  and I was unable to use it for movies or music. it was too slow. Please advise!
76729,81763,@AmericanAir cancel due to weather. OK. when U have to cancel due 2 broken door. after record profits w/ merge. NOT OK.  #45 CDG TO JFK
76730,81764,@AmericanAir If ppl can't drive cars more than 10 years old you should have us fly in planes that are. This McDonnell Douglas is awful.
76735,81770,@JetBlue do you see any issues with travel on Sat. morning out of Boston? We are to get another 2-4 inches of snow.
76739,81774,@united also stuck us in Zone 4
76745,81781,.@VirginAmerica. your song gets stuck in my head every time. Was about to sing along on the plane. Wish I could fly with you when I return!
76754,81791,@JetBlue shoutout for the credits for our delay yesterday. Unexpected surprise. thanks!
76762,81800,@united I'm flying more than 30.000 miles w/ you just in March. and would HATE to travel with shark fins on my plane. What about ending it?
76768,81806,I haven't even stepped onto my flight yet and I already hate @united. Say you can't check-in without scanning your passport FROM THE START!
76769,81807,Updated: @united emergency landing at Ontario airport. Passengers on flight 1181 reporter burning smell. No injuries. http://t.co/bncAsoEkne
76772,81811,. @united UA710-it is a race. We landed early. but the scheduled arrival time is almost here. Any bets?  My guess is ... Late
76773,81812,@DeltaAssist who do I contact to switch my flight tomorrow?
76776,81815,@united come on guys. don't hold us in the penalty box for 30 min only to pull us up to the gate and wait another 15 for a guideman
76778,81817,An @AmericanAir A321 lining up and waiting at KBOS on an early November morning. #avgeek
76779,81818,I'm impressed with @DeltaAssist . our flight was slightly delayed. and they brought out drinks and snacks almost instantly!
76783,81822,Oh look at that- I could have just driven to Chicago in less time than I've spent waiting in this plane. @united you're the worst
76785,81825,Patiently waiting for a @JetBlue 20% discount on flights. #WishfulThinking 
76791,81832,"Hey @VirginAmerica. auto ""upgrade"" to MCS middle seat from window is dumb system. First bad VA taste in mouth after many happy flites :-("
76792,81833,Ok I know I'm super late and behind but it was exciting to see friends dancing on the @virginamerica__ http://t.co/9mwxz6pY61
76810,81851,WORST BIRTHDAY MISSIVE. @SOUTHWESTAIR http://t.co/bS3JpEAjxI
76814,81855,On a new A319 w/ only 8 FC seats. It's clear that @AmericanAir no longer values loyalty. #NewAmerican
76816,81857,@AlaskaAir What is the delay for AS580 for PDXSNA today?  I have clients excited about Disneyland and they haven't gotten any info!
76819,81860,@SouthwestAir True. Safety first! I just don't want to leave Vegas any sooner than I have to.
76827,81870,According to http://t.co/bAqxdj5iF9 the DC-bound @United flight is expected leave from ONT soon. http://t.co/vGrZxg7eTW
76828,81871,great customer service from @VirginAmerica on some missing points. Thanks!
76834,81877,Never had an issue with @SouthwestAir - can't say the same for any other domestic carrier &amp; I fly weekly #TNI
76841,81884,@AmericanAir is there any way to confirm that my receipts have been received? Worried that they are still waiting
76844,81887,@JetBlue - why is it so slow on true blue??? All the tim
76847,81890,@JetBlue nice flight from Jacksonville. Little delay but easy flight. Yay
76849,81892,Sorry @United but $12000 PQD for 1K status in 2016 is unacceptable what's next for 2017? 15k?!  gotta jump ship sayonara from this 1K sorry
76854,81897,@JetBlue it says your check-in currently unavailable. Tried on two different Crome. Firefox. and my iPhone JB app no luck! Ugh
76857,81900,@DeltaAssist   Hello. I want to find out why I seem to have lost part of my rollover miles. for my 2016 status !
76859,81902,@VirginAmerica getting ready for my flight with you on Sunday! Can't wait!
76863,81906,@DeltaAssist hey! hoping to extend my stay a day and catch a flight from Tokyo to MSP next Wednesdayis it possible to switch my ticket?
76872,81915,Never thought I would like #austinTX but I am really wishing I could stay now that the heat is rising_ @VirginAmerica #goinghome #calibound
76875,81920,@VirginAmerica sucked! I didn't fly virgin
76879,81924,@united Board says that UA3892 left. but we haven't. 'Pilots stuck in traffic'. Poor #CustomerService http://t.co/ra79dpKRGA
76886,81931,Thanks @AlaskaAir for the great treatment after a missed flight! :D
76888,81933,I have never felt so much like just a number @SouthwestAir and so not cared about. Never flying with them again
76890,81935,@United excuse: crew was stuck in traffic (unlike everyone else on the plane who planned ahead and made it on time) #UA3892
76893,81939,@united never been on an on time flight from Boston to IAD. Switching to jet blue
76902,81948,You must be joking. Half boarded and then they tell us the pilot isn't here. Delayed and now I'm likely to miss my connection. @AmericanAir
76903,81949,Come on @AmericanAir DFW operations!  Having planes sit and wait on occupied gates because it's easier for you? Bad job.
